pilot_report_id,species_group,review_domain,pilot_scope_status,source_collection_execution_status,source_registry_status,evidence_table_status,collection_output_status,collector_assignment_status,second_reviewer_status,source_access_status,copyright_access_status,value_capture_policy,numeric_value_capture_status,route_frequency_capture_status,usable_medication_instruction_status,report_status,go_no_go_status,human_review_required,clinician_signoff_required,notes
pilot-report-chinchilla-fluid_and_supportive_care_source_review,chinchilla,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-chinchilla-sedation_anesthesia_risk_source_review,chinchilla,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-chinchilla-emergency_stabilization_source_review,chinchilla,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-analgesia_and_pain_control_source_review,rat_mouse,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-antimicrobial_source_review,rat_mouse,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-antiparasitic_source_review,rat_mouse,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-fluid_and_supportive_care_source_review,rat_mouse,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-sedation_anesthesia_risk_source_review,rat_mouse,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-rat_mouse-emergency_stabilization_source_review,rat_mouse,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-analgesia_and_pain_control_source_review,hedgehog,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-antimicrobial_source_review,hedgehog,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-antiparasitic_source_review,hedgehog,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-fluid_and_supportive_care_source_review,hedgehog,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-sedation_anesthesia_risk_source_review,hedgehog,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-hedgehog-emergency_stabilization_source_review,hedgehog,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-analgesia_and_pain_control_source_review,sugar_glider,analgesia_and_pain_control_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-antimicrobial_source_review,sugar_glider,antimicrobial_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-antiparasitic_source_review,sugar_glider,antiparasitic_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-fluid_and_supportive_care_source_review,sugar_glider,fluid_and_supportive_care_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-sedation_anesthesia_risk_source_review,sugar_glider,sedation_anesthesia_risk_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
pilot-report-sugar_glider-emergency_stabilization_source_review,sugar_glider,emergency_stabilization_source_review,controlled_pilot_shell_only,not_started,schema_ready_not_populated,schema_ready_no_values,metadata_only_report_shell,required_before_execution,required_before_execution,required_before_execution,required_before_execution,metadata_only_no_medication_values,forbidden,forbidden,forbidden,template_ready_no_collection_results,NO_GO_FOR_DOSE_ENGINE,true,true,"Controlled pilot report shell only; no source values, no medication instructions, no dose output."
