species_group,review_domain,go_no_go_gate,governance_status,governance_decision,required_gates,collection_execution_allowed,numeric_value_capture_allowed,route_frequency_capture_allowed,usable_medication_instruction_allowed,requires_human_review,clinician_signoff_required,notes
rat_mouse,sedation_anesthesia_risk_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
rat_mouse,emergency_stabilization_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,analgesia_and_pain_control_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,antimicrobial_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,antiparasitic_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,fluid_and_supportive_care_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,sedation_anesthesia_risk_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
hedgehog,emergency_stabilization_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,analgesia_and_pain_control_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,antimicrobial_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,antiparasitic_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,fluid_and_supportive_care_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,sedation_anesthesia_risk_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
sugar_glider,emergency_stabilization_source_review,source_collection_execution_governance,defined_not_approved,NO_GO_TO_COLLECTION_EXECUTION,named_collector_assigned;second_reviewer_assigned;source_access_verified;copyright_access_verified;metadata_only_workspace_ready;value_capture_blocker_enabled;human_review_required;clinician_signoff_required;no_client_facing_use,false,false,false,false,true,true,"metadata-only governance shell; no dose, route, frequency, prescription, or treatment protocol capture"
