controlled_pilot_id,species_group,review_domain,execution_readiness_reference,source_collection_protocol_reference,source_registry_reference,evidence_table_reference,pilot_scope,pilot_batch_status,collector_assignment_status,second_reviewer_status,source_access_status,copyright_access_status,workspace_status,allowed_capture,prohibited_capture,dose_output_enabled,route_or_frequency_capture_enabled,stores_usable_medication_instruction,pilot_execution_allowed_now,go_no_go
pilot-lizard-fluid-and-supportive-care-source-review,lizard,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-lizard-sedation-anesthesia-risk-source-review,lizard,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-lizard-emergency-stabilization-source-review,lizard,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-analgesia-and-pain-control-source-review,snake,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-antimicrobial-source-review,snake,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-antiparasitic-source-review,snake,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-fluid-and-supportive-care-source-review,snake,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-sedation-anesthesia-risk-source-review,snake,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-snake-emergency-stabilization-source-review,snake,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-analgesia-and-pain-control-source-review,amphibian,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-antimicrobial-source-review,amphibian,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-antiparasitic-source-review,amphibian,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-fluid-and-supportive-care-source-review,amphibian,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-sedation-anesthesia-risk-source-review,amphibian,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-amphibian-emergency-stabilization-source-review,amphibian,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-analgesia-and-pain-control-source-review,fish,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-antimicrobial-source-review,fish,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-antiparasitic-source-review,fish,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-fluid-and-supportive-care-source-review,fish,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-sedation-anesthesia-risk-source-review,fish,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-fish-emergency-stabilization-source-review,fish,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-analgesia-and-pain-control-source-review,guinea_pig,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-antimicrobial-source-review,guinea_pig,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-antiparasitic-source-review,guinea_pig,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-fluid-and-supportive-care-source-review,guinea_pig,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-sedation-anesthesia-risk-source-review,guinea_pig,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-guinea-pig-emergency-stabilization-source-review,guinea_pig,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hamster-analgesia-and-pain-control-source-review,hamster,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
