registry_id,species_group,review_domain,registry_scope,allowed_source_types,required_metadata,review_controls,source_capture_status,dose_output_enabled,captures_numeric_dose_value,captures_route_or_frequency_text,prescription_instruction_allowed,review_status,next_action
exotics_source_registry_guinea_pig_analgesia_and_pain_control_source_review,guinea_pig,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_guinea_pig_antimicrobial_source_review,guinea_pig,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_guinea_pig_antiparasitic_source_review,guinea_pig,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_guinea_pig_fluid_and_supportive_care_source_review,guinea_pig,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_guinea_pig_sedation_anesthesia_risk_source_review,guinea_pig,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_guinea_pig_emergency_stabilization_source_review,guinea_pig,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_analgesia_and_pain_control_source_review,hamster,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_antimicrobial_source_review,hamster,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_antiparasitic_source_review,hamster,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_fluid_and_supportive_care_source_review,hamster,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_sedation_anesthesia_risk_source_review,hamster,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hamster_emergency_stabilization_source_review,hamster,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_analgesia_and_pain_control_source_review,chinchilla,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_antimicrobial_source_review,chinchilla,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_antiparasitic_source_review,chinchilla,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_fluid_and_supportive_care_source_review,chinchilla,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_sedation_anesthesia_risk_source_review,chinchilla,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_chinchilla_emergency_stabilization_source_review,chinchilla,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_analgesia_and_pain_control_source_review,rat_mouse,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_antimicrobial_source_review,rat_mouse,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_antiparasitic_source_review,rat_mouse,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_fluid_and_supportive_care_source_review,rat_mouse,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_sedation_anesthesia_risk_source_review,rat_mouse,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_rat_mouse_emergency_stabilization_source_review,rat_mouse,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_analgesia_and_pain_control_source_review,hedgehog,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_antimicrobial_source_review,hedgehog,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_antiparasitic_source_review,hedgehog,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_fluid_and_supportive_care_source_review,hedgehog,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_sedation_anesthesia_risk_source_review,hedgehog,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_hedgehog_emergency_stabilization_source_review,hedgehog,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_analgesia_and_pain_control_source_review,sugar_glider,analgesia_and_pain_control_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_antimicrobial_source_review,sugar_glider,antimicrobial_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_antiparasitic_source_review,sugar_glider,antiparasitic_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_fluid_and_supportive_care_source_review,sugar_glider,fluid_and_supportive_care_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_sedation_anesthesia_risk_source_review,sugar_glider,sedation_anesthesia_risk_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
exotics_source_registry_sugar_glider_emergency_stabilization_source_review,sugar_glider,emergency_stabilization_source_review,source_metadata_registry_only,peer_reviewed_article_metadata_only;exotics_textbook_metadata_only;exotics_formulary_metadata_only;specialty_conference_proceedings_metadata_only;manufacturer_label_or_safety_sheet_metadata_only;institutional_protocol_candidate_metadata_only;expert_review_note_metadata_only,citation_key;source_type;publication_or_edition_metadata;species_applicability_note;reviewer_initials,human_review_required;second_review_required;conflict_check_required;no_medication_instruction_capture,not_started,false,false,false,false,registry_slot_created_not_populated,collect_source_metadata_without_medication_instructions
